user_id,recommended_items
1566735,1443349 1877867 456511 659909 2420756 
1567405,1404301 1564672 1194453 389334 2773409 
1567667,1317915 768905 1175568 2198238 910204 
1567767,478903 1060527 1122477 1913203 1357607 
1568379,2489924 202345 1138894 83172 63193 
1568872,1162250 343377 784737 1244196 1386412 
1569501,1732848 499178 1750400 2463916 186124 
1570317,1928254 967007 723096 2791339 2277810 
1571166,315122 1568942 127085 2096595 334952 
1571923,1244196 1386412 2002097 784737 1053542 
1572317,2098557 674319 2273864 2042000 2491223 
1572470,1717731 1224460 810121 2118847 1399472 
1572873,1386412 2002097 784737 657183 2791339 
1573513,2778525 1244196 1386412 657183 2791339 
1573691,614356 2650926 96802 1937571 174408 
1573803,1984327 657183 1162250 2106311 2791339 
1575003,2433077 1140869 2592648 1353323 1165605 
1575137,2778525 1244196 1386412 657183 2791339 
1575224,1024000 2336274 163775 1638881 1640028 
1575301,1679143 468120 668146 2420135 2459081 
1576008,1092821 1386412 536047 2791339 784737 
1576228,2264926 2640781 2456593 1880316 2298488 
1576612,1386412 536047 2791339 657183 784737 
1576846,2418162 1244196 180553 1202378 810761 
1577635,2431697 2476878 1684896 783915 2642393 
1577923,1317915 1396492 238571 768905 2816180 
1578301,2235265 291669 1016837 1430325 1018724 
1578538,1244196 784737 657183 1069281 1443706 
1579208,545764 654546 661561 2549521 2432644 
1579625,657183 2791339 2002097 1092821 784737 
1579715,2002097 2198329 1092821 657183 1386412 
1580501,1291278 1201341 1992803 1638971 2717771 
1580604,1732848 1096406 1742063 579292 2740821 
1580887,261467 742815 1931528 2550356 1682330 
1581095,77575 1386412 2047542 2043929 313851 
1581540,660035 894828 2716169 268035 2656338 
1581724,1362357 261126 1480251 2557272 677667 
1581857,1244196 2086041 1907046 1835742 657183 
1581998,1053542 1244196 79531 278589 2310939 
1582653,2778525 1244196 1386412 657183 2791339 
1582791,2778525 1244196 1386412 657183 2791339 
1583026,2024094 266412 134458 2506235 592140 
1583163,1092821 2593483 1386412 1119495 2002097 
1583325,1829851 2127719 808239 2388846 2421624 
1584336,2778525 1244196 1386412 657183 2791339 
1584809,2791339 1386412 1194436 77575 161269 
1585026,2030128 568223 208015 1445649 1125560 
1585345,1477734 1025299 1562618 1694346 1309435 
1585679,1386412 1140869 278589 2791339 1244196 
1585840,2778525 1244196 1386412 657183 2791339 
1586126,2778525 1244196 1386412 657183 2791339 
1586490,1386412 271246 1707227 1810171 1206551 
1586850,2778525 1244196 1386412 657183 2791339 
1587284,2778525 1244196 1386412 657183 2791339 
1587892,277691 1575865 265522 783619 515119 
1588255,657183 1386412 2791339 784737 468120 
1588346,2778525 657183 1443706 1386412 2031981 
1588420,1876513 2157347 1818827 2712821 1170721 
1588581,2778525 1244196 1386412 657183 2791339 
1588591,2296079 929715 1947122 1538218 500423 
1588749,1386412 1695664 1244196 931519 2712481 
1589048,158526 2057312 1113937 102981 213839 
1589503,1543175 1918974 2087711 763834 2815878 
1589633,2778525 1244196 1386412 657183 2791339 
1589832,612412 1695664 1386412 1244196 2698468 
1590150,1502246 2791339 808771 1174707 79531 
1590403,1380280 2040236 442172 2237101 540187 
1590428,168502 1279176 1413092 902758 220136 
1590983,2023555 1079946 2596140 977880 2116462 
1591203,766373 1436164 42438 1339242 909518 
1591944,1982972 1159716 2334361 833986 1240500 
1592109,719706 988691 2232458 2095672 1212042 
1592608,2778525 1244196 1386412 657183 2791339 
1592743,1053542 2481419 680340 2660436 1640028 
1593207,797595 2430891 1661849 2553625 1967011 
1593252,1830993 1036813 1386412 2774804 1341138 
1593380,1233566 2129017 560744 2581186 45832 
1594532,2404075 1084672 518163 107246 1265969 
1594553,1636910 1165605 2378684 2734883 1953846 
1594574,1053542 1244196 823512 79531 1032110 
1595198,2778525 1244196 1386412 657183 2791339 
1595465,1971458 394095 908778 1866983 645747 
1596098,459760 1695664 3236 1502840 1355739 
1596352,1244196 1386412 410414 1364124 779190 
1596565,2127719 1829851 1846186 2810157 1429812 
1597006,882501 587078 497610 2562177 1369829 
1597287,2635038 2666340 2521990 1704140 300053 
1597792,604432 2172276 2725655 2636095 1386412 
1598206,2759789 2276118 377585 2319067 759027 
1598221,2024094 1928254 1886939 711679 2506235 
1598335,1550605 460835 2584365 2227440 2201972 
1598433,399596 1732492 39704 576002 1618907 
1598570,2766381 1310822 2636095 1524473 702925 
1598789,2408834 2117401 731325 422508 2438243 
1598967,1355174 2396877 2078471 541081 1648190 
1599899,789804 1422357 1164968 2324189 1540118 
1600853,1754448 2079278 2491275 1281728 769879 
1601100,1244196 657183 784737 1162250 1443706 
1601822,2778525 1244196 1386412 657183 2791339 
1602150,1244196 1386412 657183 784737 2002097 
1602257,2778525 1244196 1386412 657183 2791339 
1602489,2503426 1376935 2294453 259164 426324 
1602855,763397 518163 107246 1265969 1756832 
1603038,257339 1246449 1472339 2284196 37106 
1603043,1907046 291669 986950 1590432 2086041 
1603095,793921 1386412 1695664 2634238 16356 
1603208,1717731 1557339 1634003 474635 2563686 
1603299,2251704 1976981 1187683 700737 2669570 
1603908,109948 1169841 1430526 2687178 734229 
1603949,1728166 1506186 2415538 78655 2361163 
1604259,2590469 2640781 2391945 2163710 1930472 
1604640,2113459 2077469 2491016 208754 2738512 
1604720,2778525 1244196 1386412 657183 2791339 
1604834,2778525 1244196 1386412 657183 2791339 
1605822,2157347 546243 1755502 268652 2778662 
1605844,336506 2039563 2194356 700843 1561415 
1606241,562740 738056 1092821 281325 1212499 
1606582,2157347 30878 1093296 979877 1876513 
1606760,1069281 413899 1823474 554760 1834691 
1607069,1244196 784737 657183 1386412 1069281 
1607536,2778525 1244196 1386412 657183 2791339 
1607709,1796526 478903 1386412 1695664 2002097 
1607761,682915 288342 933017 1993482 1300183 
1608034,1193551 1310822 1768401 120131 2060964 
1608100,2778525 1244196 1386412 657183 2791339 
1608298,1386412 1244196 343377 1162250 536047 
1608348,1835742 2086041 215982 291669 1907046 
1608740,144119 402007 1173665 460277 412730 
1608851,2778525 1244196 1386412 657183 2791339 
1609168,931519 612155 1093296 1092821 2336701 
1609584,1876513 2778662 1217083 1867675 969821 
1609822,289131 1887309 2652942 2087530 2794492 
1609983,2409457 2249320 876735 343377 687478 
1609991,2111288 1056667 714105 2552884 779514 
1611231,2310939 2433732 2424693 538069 823512 
1611696,2778525 1244196 1386412 657183 2791339 
1612045,1244196 784737 657183 1069281 1443706 
1612109,2024094 794156 460717 2648928 312917 
1612214,533554 1606360 517025 2623483 660035 
1612226,619739 1714427 1997760 2796479 702582 
1612472,475121 1494602 28072 657183 671237 
1612600,286429 1684123 877388 871847 245823 
1612687,1242418 1695664 515119 1502840 1636910 
1612841,2596158 1654923 204700 2655087 1972218 
1613951,894515 1244196 1386412 2175903 152788 
1614285,1004359 789578 2726325 1021937 240780 
1614607,1576126 667505 1239082 1953846 1310213 
1614661,1386412 2047542 1695664 1319362 2002097 
1615152,1833692 1069424 1258445 2656338 2377695 
1615448,2082287 1566657 1717400 2147088 943964 
1615507,2031953 265522 1068632 2588441 770613 
1615690,2600575 1289358 1639401 562726 468803 
1616009,1443706 266412 1386412 1162250 784737 
1616132,2348229 1132902 233182 156100 1463178 
1616352,468120 2420135 1679143 2459081 692994 
1616435,166946 430992 2097556 653161 915680 
1616615,490987 1496888 109031 1875829 331650 
1616824,1143560 70297 2831874 1125782 1772462 
1617435,2613068 359919 305291 1262940 1854085 
1617493,1244196 823512 79531 2310939 1386412 
1618596,489693 2244528 2070537 189238 2075551 
1618842,1575243 784737 536047 2200859 964435 
1618926,2328730 1827898 955230 2223865 1460626 
1618990,2778525 1244196 1386412 657183 2791339 
1619158,823512 1244196 538069 2816640 680340 
1619568,1538218 843704 2518598 2323136 1892103 
1619838,2062886 2157347 307450 2250299 1876513 
1619891,2778525 1244196 1386412 657183 2791339 
1620492,636023 1989397 1100918 1544868 2067275 
1621374,1644077 2213987 2637434 717384 1203065 
1621574,1244196 784737 657183 1386412 1069281 
1621612,221442 1825993 1628734 343924 123165 
1621890,801479 1268927 1361824 2597778 866185 
1621931,657183 1443706 1386412 1162250 784737 
1622836,1315172 2336274 287676 1730037 1300835 
1623038,734196 2710882 1672383 2214379 1358906 
1623676,530744 1753250 1630793 1742604 1212273 
1623733,220889 2039826 1423795 1432568 160177 
1624073,657183 266412 1386412 1069281 2313894 
1624168,2790725 306412 585892 646675 118102 
1624182,1239350 158501 2401482 937891 426547 
1625211,2277810 1078977 1728166 506115 1506186 
1625587,1244196 657183 266412 784737 1443706 
1626356,2778525 1244196 1386412 657183 2791339 
1627115,1432568 1317915 1619659 399435 1424217 
1627247,725181 2439867 1244196 1274752 1624090 
1627645,2778525 1244196 1386412 657183 2791339 
1627827,2778525 1244196 1386412 657183 2791339 
1627970,2002097 2348573 2210816 2251758 2257874 
1628780,458675 1833405 352028 400364 2042945 
1628860,2778525 1244196 1386412 657183 2791339 
1629054,1635931 1264483 1171271 1065476 1088737 
1629284,499178 2079278 1432568 123732 1834691 
1630123,2778525 1244196 1386412 657183 2791339 
1630970,139405 20190 1867068 345338 46386 
1631371,1728212 2014539 2220908 650449 2672708 
1632386,1609802 1686458 278589 2022232 1171580 
1632525,2778525 1244196 1386412 657183 2791339 
1632674,854372 85340 2259288 1717731 447615 
1633093,886778 2131409 609071 1359029 1088244 
1633407,2778525 1244196 1386412 657183 2791339 
1633682,1776696 1407200 186124 1277973 2632099 
1633927,2027015 612155 926632 2043929 622845 
1633974,2778525 1244196 1386412 657183 2791339 
1634073,2049946 2127850 2612295 2797267 2635038 
1634216,2778525 1244196 1386412 657183 2791339 
1634221,2391422 2514346 697373 2293641 2372389 
1635441,2043929 2521154 1830993 2820720 161269 
1635698,931519 1509637 253152 844416 865960 
1635828,475121 1021346 2548274 1629083 1680783 
1636145,2778525 1244196 1386412 657183 2791339 
1636373,2778525 1244196 1386412 657183 2791339 
1636839,2778525 1244196 1386412 657183 2791339 
1637192,472040 1386412 723096 460717 1825202 
1637278,1876513 1155556 1330328 141176 50457 
1637357,1719707 2358045 1361267 2788571 2208601 
1637398,66422 69845 1846186 1239082 409422 
1637516,1522487 1022144 1200177 969775 282920 
1637693,1244196 2778525 1140869 278589 1386412 
1637709,2778525 1244196 1386412 657183 2791339 
1638378,617610 1271913 1675218 1143278 1773768 
1638994,2353116 158526 1113937 794365 1787409 
1639181,1435315 1527308 1134703 1520549 1576126 
1639688,557698 214390 2731831 922766 838668 
1639721,1866983 1835742 159565 813500 1430325 
1640532,2778525 1244196 1386412 657183 2791339 
1640680,1519714 2711318 925591 1895358 2095527 
1640866,1014523 1723658 640407 474710 697373 
1641101,2778525 1244196 1386412 657183 2791339 
1641569,657183 2791339 1386412 784737 343377 
1643422,2791339 1080436 1285150 24549 2791359 
1643521,2593483 2002097 1386412 214637 1092821 
1643797,2281452 2614865 1521687 1880228 2669570 
1644017,1447302 841721 700812 700387 1042196 
1644031,1244196 1007375 2825431 1053542 823512 
1644394,2778525 1244196 1386412 657183 2791339 
1644722,2716452 1800786 2609612 1672383 734248 
1645236,2590469 2348573 2178500 2200859 964435 
1645338,2334603 2594760 1733080 1304640 938076 
1646103,168076 439100 2351730 1349553 936100 
1646320,1928254 325258 643927 456816 2546327 
1646865,2672526 265522 200531 2193334 2303808 
1648081,548067 293796 189231 2077469 1364949 
1648232,123121 632512 612412 1644077 1531419 
1648256,2031953 2524755 1571417 1785216 1538496 
1648667,1386412 2002097 2791339 536047 2640781 
1648705,1876513 1794685 1867675 1755502 2414343 
1649059,522016 1643638 2174446 895787 1136925 
1649242,242163 1907478 1251104 1631748 2788428 
1649430,2778525 1244196 1386412 657183 2791339 
1650115,468120 2420135 650831 1244196 101005 
1650259,2590469 2353541 2255841 1447547 2115187 
1650951,1244196 1679143 468120 2459081 1047625 
1651571,2091491 2155991 1982016 1514815 2503223 
1651686,2778525 1244196 1386412 657183 2791339 
1651794,1359029 310301 234084 335428 507069 
1652064,472040 723096 460717 1386412 2778525 
1652684,1244196 266412 784737 2031981 2086041 
1653217,1701563 2791339 2382710 2054197 1773335 
1653290,2712481 1636910 1695664 1754395 2727399 
1653431,2734492 612412 1373048 643791 322936 
1654272,2577719 1795606 362359 592316 1327059 
1654497,2069427 1431032 771585 2218853 666594 
1655106,1386412 784737 1092821 657183 2791339 
1655827,2778525 1244196 1386412 657183 2791339 
1655986,1363485 1931213 89019 1376308 979877 
1656333,2178500 2590469 434421 964435 976663 
1656741,472040 2024094 1386412 460717 2002097 
1656778,2627099 726490 1283558 1223708 1106461 
1656892,2778525 1053542 410070 972388 1805783 
1656914,1244196 1162250 1386412 1679143 343377 
1657606,1244196 784737 657183 1162250 1069281 
1657646,818486 1092821 1018089 705363 1369964 
1657715,543296 79531 1731527 1267056 1079601 
1658231,472040 723096 460717 1386412 665194 
1658269,2336701 612155 77356 1520277 1443706 
1658282,1443706 657183 266412 1053542 1386412 
1658843,2157347 1747407 152266 2336782 2198636 
1658917,2778525 1244196 1386412 657183 2791339 
1658972,821213 2581186 1563169 128817 2715344 
1659362,1679143 468120 2459081 1244196 2777806 
1659420,1522825 2722027 2521535 1305514 947556 
1659692,2169867 120395 58071 1207661 1502022 
1659825,1604573 2439247 2470649 1477734 1297289 
1659868,657183 1443706 784737 266412 1386412 
1660216,931519 1422357 612155 2462072 2822479 
1660669,1192914 1360976 1288592 2426634 2694769 
1661653,1348314 2806026 839886 1096406 1913692 
1661674,2734492 312943 535530 2063333 2698468 
1662665,2128544 1973744 2156160 2369985 714105 
1662778,1113937 794365 1586072 483871 158526 
1663282,121026 1057746 716504 1897600 152305 
1664518,2310379 2335545 2417933 1541196 33156 
1665022,1053542 1244196 823512 79531 2310939 
1665046,2477757 260617 1167493 1824686 190325 
1665771,823512 1941772 1945860 2314169 2082622 
1665835,1432568 2750191 160177 2198238 1385441 
1666370,186124 1432568 1086695 1407200 2770160 
1666548,2778525 1244196 1386412 657183 2791339 
1666593,2082613 1196753 2424927 657183 2730788 
1666663,2778525 1244196 1386412 657183 2791339 
1666758,2778525 278589 1244196 1140869 1092821 
1666982,2778525 1244196 1386412 657183 2791339 
1667044,2371142 2366001 771416 898147 2249010 
1667129,931519 1422357 2324189 1830993 161269 
1667807,657183 266412 1244196 343377 1162250 
1668079,1870704 2269283 2183288 2443590 1924370 
1668874,2024094 1117333 134458 711679 2506235 
1669270,2778525 1244196 1386412 657183 2791339 
1669506,2251758 2463127 1277973 2770160 1889205 
1669972,657183 2031981 1386412 784737 1162250 
1670124,2777383 2091201 2455154 213164 508487 
1671023,91099 1056667 1330328 1894231 120614 
1671082,1982972 2260494 2369856 1728143 2334361 
1671472,612155 931519 2336701 2324189 2462072 
1671849,425471 1316422 2592561 1680783 542825 
1671873,1907046 986950 2086041 15530 1726537 
1672971,886547 1570153 1742948 1199084 1847967 
1673442,1774071 162175 1796052 1192397 2596723 
1673969,1209840 1312556 1326002 2192782 661388 
1674042,441804 1467771 1287265 1151540 261953 
1674679,1670321 29603 2166676 637245 972388 
1675190,2778525 1244196 1386412 657183 2791339 
1675199,1244196 657183 1162250 784737 1443706 
1675387,916492 285205 1267227 1088968 604432 
1675614,1244196 1053542 468120 79531 1679143 
1675999,499178 246014 1407200 557005 2251758 
1676323,782548 2143484 2373089 2775637 2278562 
1676570,2063265 133332 398829 659576 2729738 
1676775,2712821 81551 810121 2778662 234084 
1676880,1386412 657183 1092821 2002097 1984327 
1677408,1393670 342302 474635 1422300 2148602 
1677554,2778525 1244196 1386412 657183 2791339 
1677828,823512 2778525 1053542 1156803 2787412 
1678108,1814343 1602720 1647201 1678673 902010 
1678190,1685958 841023 594862 2791339 740066 
1678249,79531 2348229 1132902 233182 1870704 
1678294,1519543 657183 2712481 779190 1386412 
1678601,1076904 2750191 1317915 1053542 2681475 
1678938,931313 792065 1295843 1640213 2234790 
1679527,468120 2420135 668146 1244196 2459081 
1680028,2049278 522450 949006 489236 495939 
1680361,2778525 1244196 1386412 657183 2791339 
1680631,1530368 78655 1544462 2092656 1859972 
1680757,1508399 2047542 1158232 2216334 1098998 
1681077,197012 1478897 1773233 2115187 2635617 
1681960,708657 1435584 955572 968392 2723998 
1682671,1244196 1386412 1096406 266412 374376 
1682708,2545040 700812 2816640 2310939 2660436 
1682861,657183 1386412 784737 1162250 2002097 
1682975,2635038 1386412 1244196 657183 1519543 
1683313,266412 657183 1386412 1244196 784737 
1683505,1695664 1386412 1447370 731325 1802557 
1683693,1386412 657183 1092821 784737 1244196 
1684078,1226039 261110 2046656 3758 2561515 
1684591,657183 499628 2214379 980935 1386412 
1684896,2685700 416889 2001196 1824911 1858501 
1685381,1386412 343377 2791339 1244196 2198329 
1685704,248669 101403 2733889 1810185 2471525 
1686246,1443706 657183 266412 1069281 2778525 
1686266,1244196 784737 657183 1069281 1443706 
1686911,2707512 27663 2552143 631686 1772561 
1687054,2214218 1206685 1456599 866560 2205023 
1687469,955572 2477757 168889 968392 1200307 
1688096,1907046 1835742 1376058 291669 1460626 
1688206,1928254 460717 1244196 2373094 794156 
1688482,657183 1386412 784737 343377 1984327 
1688730,1244787 1092821 1386412 657183 2002097 
1688854,1478897 197012 110133 2777806 2564347 
1688960,657183 1244196 784737 343377 2791339 
1689445,2778525 1244196 1386412 657183 2791339 
1690222,2418842 779930 2824594 854595 2361413 
1690320,954663 189845 1389423 2419836 2470569 
1690390,1244196 1162250 1386412 343377 2791339 
1690945,1150956 162488 2537646 1384969 1640028 
1691001,1727911 1808532 1935797 306474 198258 
1691676,2778525 1244196 1386412 657183 2791339 
1691826,1053542 1244196 2778525 657183 784737 
1692054,1079601 512713 312917 2770622 683365 
1692150,899111 1576126 716504 121026 1092821 
1692263,1907046 81564 1869873 188410 2177883 
1692426,1851915 2048862 984228 618254 2038621 
1692661,2778525 1244196 1386412 657183 2791339 
1693325,1386412 784737 2002097 657183 1092821 
1693483,372061 1590432 1907046 2365695 2686239 
1693749,2540796 1331254 748822 1124313 2593483 
1693871,1022144 207426 969775 1200177 2175958 
1693877,2778525 1244196 1386412 657183 2791339 
1693893,248669 2828047 459760 1695664 343377 
1693899,2778525 1244196 1386412 657183 2791339 
1694478,2778525 1244196 1386412 657183 2791339 
1694817,1274336 930591 2822465 76630 2121581 
1694919,2778525 1244196 1386412 657183 2791339 
1695089,867442 144119 1472473 2716140 2776704 
1695129,158526 2057312 2417467 1586072 2659857 
1695212,2540796 1331254 748822 1124313 2593483 
1695258,1386412 657183 1092821 2002097 536047 
1695621,743270 160999 1331898 1242418 2581013 
1696233,902949 775484 2020553 123121 640804 
1696423,2778525 1244196 1386412 657183 2791339 
1696806,1777430 2625003 2771638 1837441 2618468 
1697052,2047542 749431 2337857 1386412 1165605 
1697186,1270843 816307 2470216 109931 1376234 
1697686,2778525 1244196 1386412 657183 2791339 
1697957,2581013 2020576 1386412 2797144 472594 
1698169,1809836 2459081 1317513 2325510 468120 
1698912,1113937 2450694 2168050 158526 463226 
1699178,278589 1140869 1928254 1261539 2002097 
1699237,1931528 243727 261467 2550356 742815 
1699702,975591 77768 2771370 1159572 2285812 
1699793,1153797 1760835 2074267 1006043 2635004 
1700582,1679143 2459081 468120 1244196 668146 
1700735,2778525 1244196 1386412 657183 2791339 
1701125,1090792 589441 2750844 1626125 574693 
1701229,810121 2435845 1623663 1982510 2437289 
1701412,1823509 26304 2579420 2271867 8104 
1701489,1244196 657183 784737 1162250 1443706 
1701983,2282988 2013432 900037 2026021 1547180 
1702141,2503223 1506186 430708 478510 1490957 
1702377,931519 1988160 2791339 2049946 2232458 
1703214,1576725 1456599 2595659 2214218 1466334 
1703300,336834 2427786 1901910 1739743 1362730 
1703453,1672211 1724745 2658075 2209456 1491437 
1703480,1053542 823512 1244196 79531 2660436 
1703544,186124 973448 1407200 1776696 2251758 
1703719,2827170 950883 633315 1692976 671698 
1703734,1602077 1943021 2076321 1601651 879418 
1703742,988691 81551 2118847 2419510 1268485 
1704346,2778525 1244196 1386412 657183 2791339 
1704857,1809836 2423973 2220227 2750341 2325510 
1704945,33540 805382 143377 520869 846674 
1705148,1707014 1995359 975591 845818 128182 
1705488,287676 2386183 1500316 479851 1040073 
1706660,536047 2791339 1162250 2593483 1244196 
1706768,14959 2505399 1453861 2378684 2051674 
1706896,1886939 1533382 278589 460717 380840 
1707186,1244196 2141505 1254141 1747156 2321778 
1707589,732576 91611 2128544 813931 632873 
1707775,2002097 1092821 1386412 818486 2593483 
1708120,2778525 1244196 1386412 657183 2791339 
1708387,2002097 2409457 2791339 2028830 96293 
1709299,2313052 389610 2248769 967859 2123317 
1709737,657183 1244196 536047 2778525 1386412 
1709793,711679 2024094 2252871 460717 657183 
1709866,1965763 2128544 1550099 449242 412368 
1710174,2420135 1244196 1953846 650831 1809836 
1710184,1369964 818486 2257514 667348 1864789 
1710397,2222699 2279833 2182669 2657497 2194432 
1711222,1053542 2778525 1244196 823512 1156803 
1711231,1460410 2447920 1367220 2366001 1180017 
1711709,2353116 158526 794365 1113937 102981 
1711883,1244196 657183 1443706 266412 1162250 
1712088,1508077 1524219 871579 925176 272736 
1712119,288342 1540534 648288 1415855 1749270 
1712404,1325316 172557 691263 2574702 1241563 
1712641,2704123 1120107 1373703 2183922 89562 
1712955,1349908 2491392 863312 256095 2205047 
1713025,1244196 1053542 823512 79531 1386412 
1713413,1053542 1244196 823512 79531 2310939 
1713788,1386412 784737 2002097 657183 1092821 
1715071,1422861 1143366 1431191 922646 2160551 
1715094,2778525 1244196 1386412 657183 2791339 
1715352,2555165 2775914 90135 1891178 569889 
1715674,824591 2477038 278589 2362507 61326 
1715887,282920 955572 380461 2609684 2590469 
1716438,2168063 2399319 2789705 1140869 2636549 
1716540,657183 395616 1386412 784737 814428 
1717379,2778525 1244196 1386412 657183 2791339 
1717535,1386412 1443014 637137 1631649 534894 
1718037,2466849 2450694 1113937 1292787 525265 
1718093,2125531 346257 2502244 1789139 1881716 
1718910,818486 1920047 1786366 1018089 705363 
1719196,818486 1018089 705363 1551777 1369964 
1719360,1759529 267282 408209 2012864 2704417 
1720067,1844707 2750556 2478736 1480702 2531228 
1720141,1795606 2577719 278589 2686805 362359 
1720174,1073096 213607 1496156 215982 604795 
1720429,810648 2097164 2551889 1846980 1086695 
1720965,2778525 1244196 1386412 657183 2791339 
1721029,770613 379691 2733672 168889 1541370 
1721422,2312162 2391945 2164559 636889 2640781 
1721426,2778525 1517319 2099130 2595874 1850603 
1721454,1244196 955572 968392 2166540 1053542 
1721622,2673126 1588511 1262940 305291 2613068 
1722304,465196 1028208 1563315 2755931 1680835 
1722318,1174528 439558 1421702 1080462 818187 
1722357,1709865 318218 161212 1242553 2440548 
1722675,288342 2767539 2577508 1685390 628730 
1722756,486719 449441 700812 1606360 1050614 
1723192,1217373 763834 1857292 664949 859993 
1723286,2778525 1244196 1386412 657183 2791339 
1723323,50457 2002097 1794685 2778525 1386412 
1723766,2138291 1831317 594836 2364757 48783 
1724285,1629604 1496777 2717625 925176 1423372 
1724357,1732529 2803357 190246 1090402 2285171 
1724534,1291591 2283180 1691335 2674913 2497490 
1724624,2288793 1776696 2802026 692654 1149693 
1724720,2110288 1337096 347575 905422 2829722 
1724868,103079 2467763 2335828 2024094 2231360 
1724877,2353766 1241389 924609 247719 1386412 
1725158,2630733 48650 1777430 484900 2190917 
1725758,1386412 1092821 784737 657183 2791339 
1725974,2778525 1244196 1386412 657183 2791339 
1725975,2157670 2149811 1411422 2201955 1631892 
1726337,683065 218122 2204165 1095941 780835 
1726504,2778525 1244196 1386412 657183 2791339 
1726545,2778525 1244196 1386412 657183 2791339 
1726890,961238 2241464 887324 2645480 2065670 
1727008,2778525 1244196 1386412 657183 2791339 
1728162,657183 1140869 79531 1585842 665194 
1728621,1947468 1234054 908537 2325283 918665 
1728747,579292 1267056 2295534 870096 1732848 
1729597,1386412 2204005 1421184 290066 1058425 
1729778,1571702 436574 697373 2540758 1024000 
1729870,1982972 2113458 2334361 833986 2818460 
1730850,252577 2492813 2596490 1611396 2699192 
1731450,1575865 500355 2296112 2132965 316622 
1731495,1639401 1052097 1289358 2792232 1669221 
1731824,98202 1492887 2600575 562726 1167413 
1731839,657183 1386412 784737 1876513 2002097 
1732156,1155556 721214 2315271 43306 1499394 
1732270,1775932 2150740 1847781 267944 1009780 
1732328,1386412 1830993 2002097 1165605 1410585 
1733192,657183 1162250 536047 1386412 2791339 
1733266,657183 1244196 784737 343377 536047 
1733722,749431 2002097 595045 2734492 2629501 
1733825,240873 188707 730820 544219 1680052 
1734253,2819339 2187911 694452 1496682 591901 
1734445,1695664 1386412 1775761 1671183 288342 
1734530,2699055 55331 2756946 1756092 522610 
1734690,2778525 823512 1053542 1526450 1640028 
1734826,1814365 11263 838840 2379896 831369 
1735182,2699055 2143502 1618963 1469476 522610 
1735273,2552254 2231082 306921 354268 1502840 
1735418,550978 2582874 854684 160181 1289702 
1735475,1244196 823512 2310939 79531 1386412 
1736054,2047542 1550099 449242 2650926 116630 
1736986,680708 113384 1315172 2033958 1367503 
1736990,2778525 1244196 1386412 657183 2791339 
1737011,1400164 1300830 2299750 477856 253644 
1737046,1386412 657183 1244196 784737 266412 
1737688,1876513 2157347 979877 1093941 1755502 
1737851,1417963 2009083 653265 2623832 2736936 
1738282,1244196 657183 2778525 1092821 536047 
1738565,1443706 1434544 286441 1333359 1643703 
1738871,2778525 1244196 1386412 657183 2791339 
1739502,1021927 1604573 1777634 354268 1165973 
1739721,2168537 1617304 2491392 1705713 2389812 
1739781,1044622 718417 792041 1620901 1849816 
1739895,1695664 315406 1754395 2698468 1241464 
1740033,2463882 2525457 251793 1573482 2409091 
1740226,1244196 1140869 1928254 79531 2778525 
1740446,1115056 2396676 1096406 1732848 1302734 
1740572,2301803 1096406 154639 2117630 554760 
1740686,1162250 784737 266412 2791339 536047 
1740995,1867675 1703966 859465 1518838 26267 
1741289,1244196 2337857 445231 657183 731325 
1741295,744000 991288 2652417 918760 128039 
1741681,2064401 2280023 2535688 984114 1389265 
1741757,431442 2435845 648857 896409 2013935 
1742502,1092821 657183 536047 2791339 2002097 
1742755,2687682 2014172 1492887 98202 333993 
1742974,670541 1448143 1583440 2577400 656483 
1743263,1053542 1244196 823512 2310939 79531 
1743534,310301 2093466 744000 2364286 129685 
1743600,621322 392253 874263 549171 2226210 
1743641,1386412 657183 1092821 2002097 1244196 
1743751,2778525 1244196 1386412 657183 2791339 
1744096,1045210 2018868 1768483 2631317 1443706 
1744460,1056667 2025105 2125531 1818827 1084945 
1744628,628817 2705759 1025299 1437485 2277810 
1745175,2778525 1244196 1386412 657183 2791339 
1745229,77356 1520277 1244196 1443706 460717 
1745509,1244196 1140869 79531 2778525 1686458 
1745729,1928254 1140869 794156 278589 472040 
1745976,1568168 1258303 833208 2491016 2240348 
1746214,499178 2251758 1074013 2480507 557005 
1746579,2590190 1527219 879126 1762475 2365266 
1746691,657183 1162250 1386412 343377 2791339 
1747389,1928254 967007 472040 1092821 2170079 
1747542,1244196 1053542 682915 434421 823512 
1748016,2778525 1244196 1386412 657183 2791339 
1749200,2778525 1244196 1386412 657183 2791339 
1749912,1244196 823512 2031981 1386412 1443706 
1749993,2791339 1651702 1673229 2070190 280612 
1751141,908778 1028918 394095 1971458 1494361 
1751284,1098874 2310939 1053542 343377 657183 
1752070,2589812 756463 529889 134458 1972503 
1752295,1386412 1244196 657183 2002097 536047 
1753249,926225 447897 2409091 2492624 2820443 
1753485,1646883 1561933 2652942 2163040 2087530 
1754017,2778525 1244196 1386412 657183 2791339 
1754873,1125560 587660 426324 1629776 286895 
1754990,1244196 2778525 1386412 784737 657183 
1755136,2778525 1244196 1386412 657183 2791339 
1755319,1501174 443300 334780 2047542 291993 
1755677,1244196 266412 657183 1443706 784737 
1755799,2778525 1244196 1386412 657183 2791339 
1756399,2353541 743123 207240 2590469 1422320 
